tickers
MMR
FDM
SXY
AEB
MCX
GFN
CXC
AJD
NWT
BLV
RLE
CGC
TEA
IIN
QMS
CLT
GID
GMI
D3E
KZA
ANS
LAA
SBU
NXR
NVT
EQE
IPE
FFC
MDC
PRP
CIM
KZL
BAT
IOH
FAM
AYZ
IPP
AA1
NCR
NNT
HUO
AU8
VRL
SYT
UUV
SUD
FZO
AHQ
WMX
JHC
SVA
BDC
HOG
IVQ
CDL
JJF
MUE
DVN
T3K
MOD
AIO
BCS
KPT
GMA
DOT
IEQ
KPE
TLT
SZL
BKL
CGL
TB8
VET
QMN
MYL
ISU
MGZ
SMG
SHD
BDA
CMY
BAL
DWS
CHF
BTK
MCB
SBI
CMB
MZI
TEO
CAU
GBT
KIS
MBT
PR2
TNP
AFT
AHJ
UMG
PKS
4WD
SCP
TWT
RIR
MTD
CLI
DEX
PRZ
AWN
PBX
NMI
ONT
PDL
STI
SMX
MIG
CGN
ALF
ECV
IMS
BEM
SDX
NTM
TGG
TGS
AOP
UND
AUF
OVL
TAT
DIT
KFG
ABF
WRM
ITG
PFM
DRM
ZBT
TRL
IPA
KWR
PRT
GRF
BSR
MGV
GEV
NBI
DDD
K2P
TSC
PRH
IGE
BKN
OPC
BVA
VAU
RHG
RAW
VP7
CGA
ZEN
AOU
AOG
JCI
ED1
SWK
TNR
BUE
TKF
MGO
AJA
COJ
GCN
AYE
GGG
CO1
HSK
SAI
4CE
CJT
GCY
RGT
E2M
MBC
THO
BMP
BIQ
SCI
CKL
BCD
CUA
QSS
MLD
SVD
BMB
SRM
MVT
BLT
FFL
HHI
CND
HWK
RFL
SCC
RTE
SVT
MOE
TEX
RMA
OKU
KIL
WWR
SRF
KTD
BNO
WQW
NUS
RES
VMY
REV
NXE
HIP
ATI
PHI
FYI
SQX
GNV
AXM
BD1
GOE
BCL
AIB
MIX
AJY
P2P
OZL
SVS
ASW
PX1
TV2
BKM
SMD
SFW
AG2
AAT
BLA
LHD
RRP
BPF
SSI
ISD
OGC
PKA
RIS
WND
AZV
XTD
AQA
FGF
EGO
SPT
WSA
HML
GXY
RUB
GRG
SUP
ICZ
ADJ
BWD
DN8
TPP
XTE
OHE
AJC
RLK
WSP
CRL
BNT
VES
SLK
CZL
ENA
KFE
WBA
NCZ
OTR
PPH
NTO
PIN
UML
ELK
ITD
AZG
FDX
IBN
SYN
HIG
ARH
HRR
ATE
GPS
ZEL
ALG
